"","iso2c","iso3c","country","date","IC.CRD.LGL.XQ","unit","obs_status","footnote","last_updated"
"1","AO","AGO","Angola",2000,NA,NA,NA,NA,2013-02-22
"2","AO","AGO","Angola",2001,NA,NA,NA,NA,2013-02-22
"3","AO","AGO","Angola",2002,NA,NA,NA,NA,2013-02-22
"4","AO","AGO","Angola",2003,NA,NA,NA,NA,2013-02-22
"5","AO","AGO","Angola",2004,3,NA,NA,NA,2013-02-22
"6","AO","AGO","Angola",2005,3,NA,NA,NA,2013-02-22
"7","AO","AGO","Angola",2006,3,NA,NA,NA,2013-02-22
"8","AO","AGO","Angola",2007,3,NA,NA,NA,2013-02-22
"9","AO","AGO","Angola",2008,3,NA,NA,NA,2013-02-22
"10","AO","AGO","Angola",2009,3,NA,NA,NA,2013-02-22
"11","AO","AGO","Angola",2010,3,NA,NA,NA,2013-02-22
"12","AO","AGO","Angola",2011,3,NA,NA,NA,2013-02-22
"13","AO","AGO","Angola",2012,3,NA,NA,NA,2013-02-22
"14","BI","BDI","Burundi",2000,NA,NA,NA,NA,2013-02-22
"15","BI","BDI","Burundi",2001,NA,NA,NA,NA,2013-02-22
"16","BI","BDI","Burundi",2002,NA,NA,NA,NA,2013-02-22
"17","BI","BDI","Burundi",2003,NA,NA,NA,NA,2013-02-22
"18","BI","BDI","Burundi",2004,2,NA,NA,NA,2013-02-22
"19","BI","BDI","Burundi",2005,2,NA,NA,NA,2013-02-22
"20","BI","BDI","Burundi",2006,3,NA,NA,NA,2013-02-22
"21","BI","BDI","Burundi",2007,3,NA,NA,NA,2013-02-22
"22","BI","BDI","Burundi",2008,3,NA,NA,NA,2013-02-22
"23","BI","BDI","Burundi",2009,3,NA,NA,NA,2013-02-22
"24","BI","BDI","Burundi",2010,3,NA,NA,NA,2013-02-22
"25","BI","BDI","Burundi",2011,3,NA,NA,NA,2013-02-22
"26","BI","BDI","Burundi",2012,3,NA,NA,NA,2013-02-22
"27","BJ","BEN","Benin",2000,NA,NA,NA,NA,2013-02-22
"28","BJ","BEN","Benin",2001,NA,NA,NA,NA,2013-02-22
"29","BJ","BEN","Benin",2002,NA,NA,NA,NA,2013-02-22
"30","BJ","BEN","Benin",2003,NA,NA,NA,NA,2013-02-22
"31","BJ","BEN","Benin",2004,3,NA,NA,NA,2013-02-22
"32","BJ","BEN","Benin",2005,3,NA,NA,NA,2013-02-22
"33","BJ","BEN","Benin",2006,3,NA,NA,NA,2013-02-22
"34","BJ","BEN","Benin",2007,3,NA,NA,NA,2013-02-22
"35","BJ","BEN","Benin",2008,3,NA,NA,NA,2013-02-22
"36","BJ","BEN","Benin",2009,3,NA,NA,NA,2013-02-22
"37","BJ","BEN","Benin",2010,3,NA,NA,NA,2013-02-22
"38","BJ","BEN","Benin",2011,6,NA,NA,NA,2013-02-22
"39","BJ","BEN","Benin",2012,6,NA,NA,NA,2013-02-22
"40","BF","BFA","Burkina Faso",2000,NA,NA,NA,NA,2013-02-22
"41","BF","BFA","Burkina Faso",2001,NA,NA,NA,NA,2013-02-22
"42","BF","BFA","Burkina Faso",2002,NA,NA,NA,NA,2013-02-22
"43","BF","BFA","Burkina Faso",2003,NA,NA,NA,NA,2013-02-22
"44","BF","BFA","Burkina Faso",2004,3,NA,NA,NA,2013-02-22
"45","BF","BFA","Burkina Faso",2005,3,NA,NA,NA,2013-02-22
"46","BF","BFA","Burkina Faso",2006,3,NA,NA,NA,2013-02-22
"47","BF","BFA","Burkina Faso",2007,3,NA,NA,NA,2013-02-22
"48","BF","BFA","Burkina Faso",2008,3,NA,NA,NA,2013-02-22
"49","BF","BFA","Burkina Faso",2009,3,NA,NA,NA,2013-02-22
"50","BF","BFA","Burkina Faso",2010,3,NA,NA,NA,2013-02-22
"51","BF","BFA","Burkina Faso",2011,6,NA,NA,NA,2013-02-22
"52","BF","BFA","Burkina Faso",2012,6,NA,NA,NA,2013-02-22
"53","BW","BWA","Botswana",2000,NA,NA,NA,NA,2013-02-22
"54","BW","BWA","Botswana",2001,NA,NA,NA,NA,2013-02-22
"55","BW","BWA","Botswana",2002,NA,NA,NA,NA,2013-02-22
"56","BW","BWA","Botswana",2003,NA,NA,NA,NA,2013-02-22
"57","BW","BWA","Botswana",2004,7,NA,NA,NA,2013-02-22
"58","BW","BWA","Botswana",2005,7,NA,NA,NA,2013-02-22
"59","BW","BWA","Botswana",2006,7,NA,NA,NA,2013-02-22
"60","BW","BWA","Botswana",2007,7,NA,NA,NA,2013-02-22
"61","BW","BWA","Botswana",2008,7,NA,NA,NA,2013-02-22
"62","BW","BWA","Botswana",2009,7,NA,NA,NA,2013-02-22
"63","BW","BWA","Botswana",2010,7,NA,NA,NA,2013-02-22
"64","BW","BWA","Botswana",2011,7,NA,NA,NA,2013-02-22
"65","BW","BWA","Botswana",2012,7,NA,NA,NA,2013-02-22
"66","CF","CAF","Central African Republic",2000,NA,NA,NA,NA,2013-02-22
"67","CF","CAF","Central African Republic",2001,NA,NA,NA,NA,2013-02-22
"68","CF","CAF","Central African Republic",2002,NA,NA,NA,NA,2013-02-22
"69","CF","CAF","Central African Republic",2003,NA,NA,NA,NA,2013-02-22
"70","CF","CAF","Central African Republic",2004,3,NA,NA,NA,2013-02-22
"71","CF","CAF","Central African Republic",2005,3,NA,NA,NA,2013-02-22
"72","CF","CAF","Central African Republic",2006,3,NA,NA,NA,2013-02-22
"73","CF","CAF","Central African Republic",2007,3,NA,NA,NA,2013-02-22
"74","CF","CAF","Central African Republic",2008,3,NA,NA,NA,2013-02-22
"75","CF","CAF","Central African Republic",2009,3,NA,NA,NA,2013-02-22
"76","CF","CAF","Central African Republic",2010,3,NA,NA,NA,2013-02-22
"77","CF","CAF","Central African Republic",2011,6,NA,NA,NA,2013-02-22
"78","CF","CAF","Central African Republic",2012,6,NA,NA,NA,2013-02-22
"79","CI","CIV","Cote d'Ivoire",2000,NA,NA,NA,NA,2013-02-22
"80","CI","CIV","Cote d'Ivoire",2001,NA,NA,NA,NA,2013-02-22
"81","CI","CIV","Cote d'Ivoire",2002,NA,NA,NA,NA,2013-02-22
"82","CI","CIV","Cote d'Ivoire",2003,NA,NA,NA,NA,2013-02-22
"83","CI","CIV","Cote d'Ivoire",2004,3,NA,NA,NA,2013-02-22
"84","CI","CIV","Cote d'Ivoire",2005,3,NA,NA,NA,2013-02-22
"85","CI","CIV","Cote d'Ivoire",2006,3,NA,NA,NA,2013-02-22
"86","CI","CIV","Cote d'Ivoire",2007,3,NA,NA,NA,2013-02-22
"87","CI","CIV","Cote d'Ivoire",2008,3,NA,NA,NA,2013-02-22
"88","CI","CIV","Cote d'Ivoire",2009,3,NA,NA,NA,2013-02-22
"89","CI","CIV","Cote d'Ivoire",2010,3,NA,NA,NA,2013-02-22
"90","CI","CIV","Cote d'Ivoire",2011,6,NA,NA,NA,2013-02-22
"91","CI","CIV","Cote d'Ivoire",2012,6,NA,NA,NA,2013-02-22
"92","CM","CMR","Cameroon",2000,NA,NA,NA,NA,2013-02-22
"93","CM","CMR","Cameroon",2001,NA,NA,NA,NA,2013-02-22
"94","CM","CMR","Cameroon",2002,NA,NA,NA,NA,2013-02-22
"95","CM","CMR","Cameroon",2003,NA,NA,NA,NA,2013-02-22
"96","CM","CMR","Cameroon",2004,3,NA,NA,NA,2013-02-22
"97","CM","CMR","Cameroon",2005,3,NA,NA,NA,2013-02-22
"98","CM","CMR","Cameroon",2006,3,NA,NA,NA,2013-02-22
"99","CM","CMR","Cameroon",2007,3,NA,NA,NA,2013-02-22
"100","CM","CMR","Cameroon",2008,3,NA,NA,NA,2013-02-22
"101","CM","CMR","Cameroon",2009,3,NA,NA,NA,2013-02-22
"102","CM","CMR","Cameroon",2010,3,NA,NA,NA,2013-02-22
"103","CM","CMR","Cameroon",2011,6,NA,NA,NA,2013-02-22
"104","CM","CMR","Cameroon",2012,6,NA,NA,NA,2013-02-22
"105","CD","COD","Congo, Dem. Rep.",2000,NA,NA,NA,NA,2013-02-22
"106","CD","COD","Congo, Dem. Rep.",2001,NA,NA,NA,NA,2013-02-22
"107","CD","COD","Congo, Dem. Rep.",2002,NA,NA,NA,NA,2013-02-22
"108","CD","COD","Congo, Dem. Rep.",2003,NA,NA,NA,NA,2013-02-22
"109","CD","COD","Congo, Dem. Rep.",2004,3,NA,NA,NA,2013-02-22
"110","CD","COD","Congo, Dem. Rep.",2005,3,NA,NA,NA,2013-02-22
"111","CD","COD","Congo, Dem. Rep.",2006,3,NA,NA,NA,2013-02-22
"112","CD","COD","Congo, Dem. Rep.",2007,3,NA,NA,NA,2013-02-22
"113","CD","COD","Congo, Dem. Rep.",2008,3,NA,NA,NA,2013-02-22
"114","CD","COD","Congo, Dem. Rep.",2009,3,NA,NA,NA,2013-02-22
"115","CD","COD","Congo, Dem. Rep.",2010,3,NA,NA,NA,2013-02-22
"116","CD","COD","Congo, Dem. Rep.",2011,3,NA,NA,NA,2013-02-22
"117","CD","COD","Congo, Dem. Rep.",2012,3,NA,NA,NA,2013-02-22
"118","CG","COG","Congo, Rep.",2000,NA,NA,NA,NA,2013-02-22
"119","CG","COG","Congo, Rep.",2001,NA,NA,NA,NA,2013-02-22
"120","CG","COG","Congo, Rep.",2002,NA,NA,NA,NA,2013-02-22
"121","CG","COG","Congo, Rep.",2003,NA,NA,NA,NA,2013-02-22
"122","CG","COG","Congo, Rep.",2004,3,NA,NA,NA,2013-02-22
"123","CG","COG","Congo, Rep.",2005,3,NA,NA,NA,2013-02-22
"124","CG","COG","Congo, Rep.",2006,3,NA,NA,NA,2013-02-22
"125","CG","COG","Congo, Rep.",2007,3,NA,NA,NA,2013-02-22
"126","CG","COG","Congo, Rep.",2008,3,NA,NA,NA,2013-02-22
"127","CG","COG","Congo, Rep.",2009,3,NA,NA,NA,2013-02-22
"128","CG","COG","Congo, Rep.",2010,3,NA,NA,NA,2013-02-22
"129","CG","COG","Congo, Rep.",2011,6,NA,NA,NA,2013-02-22
"130","CG","COG","Congo, Rep.",2012,6,NA,NA,NA,2013-02-22
"131","KM","COM","Comoros",2000,NA,NA,NA,NA,2013-02-22
"132","KM","COM","Comoros",2001,NA,NA,NA,NA,2013-02-22
"133","KM","COM","Comoros",2002,NA,NA,NA,NA,2013-02-22
"134","KM","COM","Comoros",2003,NA,NA,NA,NA,2013-02-22
"135","KM","COM","Comoros",2004,NA,NA,NA,NA,2013-02-22
"136","KM","COM","Comoros",2005,3,NA,NA,NA,2013-02-22
"137","KM","COM","Comoros",2006,3,NA,NA,NA,2013-02-22
"138","KM","COM","Comoros",2007,3,NA,NA,NA,2013-02-22
"139","KM","COM","Comoros",2008,3,NA,NA,NA,2013-02-22
"140","KM","COM","Comoros",2009,3,NA,NA,NA,2013-02-22
"141","KM","COM","Comoros",2010,3,NA,NA,NA,2013-02-22
"142","KM","COM","Comoros",2011,6,NA,NA,NA,2013-02-22
"143","KM","COM","Comoros",2012,6,NA,NA,NA,2013-02-22
"144","CV","CPV","Cape Verde",2000,NA,NA,NA,NA,2013-02-22
"145","CV","CPV","Cape Verde",2001,NA,NA,NA,NA,2013-02-22
"146","CV","CPV","Cape Verde",2002,NA,NA,NA,NA,2013-02-22
"147","CV","CPV","Cape Verde",2003,NA,NA,NA,NA,2013-02-22
"148","CV","CPV","Cape Verde",2004,NA,NA,NA,NA,2013-02-22
"149","CV","CPV","Cape Verde",2005,3,NA,NA,NA,2013-02-22
"150","CV","CPV","Cape Verde",2006,3,NA,NA,NA,2013-02-22
"151","CV","CPV","Cape Verde",2007,3,NA,NA,NA,2013-02-22
"152","CV","CPV","Cape Verde",2008,3,NA,NA,NA,2013-02-22
"153","CV","CPV","Cape Verde",2009,3,NA,NA,NA,2013-02-22
"154","CV","CPV","Cape Verde",2010,3,NA,NA,NA,2013-02-22
"155","CV","CPV","Cape Verde",2011,3,NA,NA,NA,2013-02-22
"156","CV","CPV","Cape Verde",2012,3,NA,NA,NA,2013-02-22
"157","DJ","DJI","Djibouti",2000,NA,NA,NA,NA,2013-02-22
"158","DJ","DJI","Djibouti",2001,NA,NA,NA,NA,2013-02-22
"159","DJ","DJI","Djibouti",2002,NA,NA,NA,NA,2013-02-22
"160","DJ","DJI","Djibouti",2003,NA,NA,NA,NA,2013-02-22
"161","DJ","DJI","Djibouti",2004,NA,NA,NA,NA,2013-02-22
"162","DJ","DJI","Djibouti",2005,1,NA,NA,NA,2013-02-22
"163","DJ","DJI","Djibouti",2006,1,NA,NA,NA,2013-02-22
"164","DJ","DJI","Djibouti",2007,1,NA,NA,NA,2013-02-22
"165","DJ","DJI","Djibouti",2008,1,NA,NA,NA,2013-02-22
"166","DJ","DJI","Djibouti",2009,1,NA,NA,NA,2013-02-22
"167","DJ","DJI","Djibouti",2010,1,NA,NA,NA,2013-02-22
"168","DJ","DJI","Djibouti",2011,1,NA,NA,NA,2013-02-22
"169","DJ","DJI","Djibouti",2012,1,NA,NA,NA,2013-02-22
"170","DZ","DZA","Algeria",2000,NA,NA,NA,NA,2013-02-22
"171","DZ","DZA","Algeria",2001,NA,NA,NA,NA,2013-02-22
"172","DZ","DZA","Algeria",2002,NA,NA,NA,NA,2013-02-22
"173","DZ","DZA","Algeria",2003,NA,NA,NA,NA,2013-02-22
"174","DZ","DZA","Algeria",2004,3,NA,NA,NA,2013-02-22
"175","DZ","DZA","Algeria",2005,3,NA,NA,NA,2013-02-22
"176","DZ","DZA","Algeria",2006,3,NA,NA,NA,2013-02-22
"177","DZ","DZA","Algeria",2007,3,NA,NA,NA,2013-02-22
"178","DZ","DZA","Algeria",2008,3,NA,NA,NA,2013-02-22
"179","DZ","DZA","Algeria",2009,3,NA,NA,NA,2013-02-22
"180","DZ","DZA","Algeria",2010,3,NA,NA,NA,2013-02-22
"181","DZ","DZA","Algeria",2011,3,NA,NA,NA,2013-02-22
"182","DZ","DZA","Algeria",2012,3,NA,NA,NA,2013-02-22
"183","EG","EGY","Egypt, Arab Rep.",2000,NA,NA,NA,NA,2013-02-22
"184","EG","EGY","Egypt, Arab Rep.",2001,NA,NA,NA,NA,2013-02-22
"185","EG","EGY","Egypt, Arab Rep.",2002,NA,NA,NA,NA,2013-02-22
"186","EG","EGY","Egypt, Arab Rep.",2003,NA,NA,NA,NA,2013-02-22
"187","EG","EGY","Egypt, Arab Rep.",2004,3,NA,NA,NA,2013-02-22
"188","EG","EGY","Egypt, Arab Rep.",2005,3,NA,NA,NA,2013-02-22
"189","EG","EGY","Egypt, Arab Rep.",2006,3,NA,NA,NA,2013-02-22
"190","EG","EGY","Egypt, Arab Rep.",2007,3,NA,NA,NA,2013-02-22
"191","EG","EGY","Egypt, Arab Rep.",2008,3,NA,NA,NA,2013-02-22
"192","EG","EGY","Egypt, Arab Rep.",2009,3,NA,NA,NA,2013-02-22
"193","EG","EGY","Egypt, Arab Rep.",2010,3,NA,NA,NA,2013-02-22
"194","EG","EGY","Egypt, Arab Rep.",2011,3,NA,NA,NA,2013-02-22
"195","EG","EGY","Egypt, Arab Rep.",2012,3,NA,NA,NA,2013-02-22
"196","ER","ERI","Eritrea",2000,NA,NA,NA,NA,2013-02-22
"197","ER","ERI","Eritrea",2001,NA,NA,NA,NA,2013-02-22
"198","ER","ERI","Eritrea",2002,NA,NA,NA,NA,2013-02-22
"199","ER","ERI","Eritrea",2003,NA,NA,NA,NA,2013-02-22
"200","ER","ERI","Eritrea",2004,2,NA,NA,NA,2013-02-22
"201","ER","ERI","Eritrea",2005,2,NA,NA,NA,2013-02-22
"202","ER","ERI","Eritrea",2006,2,NA,NA,NA,2013-02-22
"203","ER","ERI","Eritrea",2007,2,NA,NA,NA,2013-02-22
"204","ER","ERI","Eritrea",2008,2,NA,NA,NA,2013-02-22
"205","ER","ERI","Eritrea",2009,2,NA,NA,NA,2013-02-22
"206","ER","ERI","Eritrea",2010,2,NA,NA,NA,2013-02-22
"207","ER","ERI","Eritrea",2011,2,NA,NA,NA,2013-02-22
"208","ER","ERI","Eritrea",2012,2,NA,NA,NA,2013-02-22
"209","ET","ETH","Ethiopia",2000,NA,NA,NA,NA,2013-02-22
"210","ET","ETH","Ethiopia",2001,NA,NA,NA,NA,2013-02-22
"211","ET","ETH","Ethiopia",2002,NA,NA,NA,NA,2013-02-22
"212","ET","ETH","Ethiopia",2003,NA,NA,NA,NA,2013-02-22
"213","ET","ETH","Ethiopia",2004,4,NA,NA,NA,2013-02-22
"214","ET","ETH","Ethiopia",2005,4,NA,NA,NA,2013-02-22
"215","ET","ETH","Ethiopia",2006,4,NA,NA,NA,2013-02-22
"216","ET","ETH","Ethiopia",2007,4,NA,NA,NA,2013-02-22
"217","ET","ETH","Ethiopia",2008,4,NA,NA,NA,2013-02-22
"218","ET","ETH","Ethiopia",2009,4,NA,NA,NA,2013-02-22
"219","ET","ETH","Ethiopia",2010,4,NA,NA,NA,2013-02-22
"220","ET","ETH","Ethiopia",2011,4,NA,NA,NA,2013-02-22
"221","ET","ETH","Ethiopia",2012,4,NA,NA,NA,2013-02-22
"222","GA","GAB","Gabon",2000,NA,NA,NA,NA,2013-02-22
"223","GA","GAB","Gabon",2001,NA,NA,NA,NA,2013-02-22
"224","GA","GAB","Gabon",2002,NA,NA,NA,NA,2013-02-22
"225","GA","GAB","Gabon",2003,NA,NA,NA,NA,2013-02-22
"226","GA","GAB","Gabon",2004,NA,NA,NA,NA,2013-02-22
"227","GA","GAB","Gabon",2005,3,NA,NA,NA,2013-02-22
"228","GA","GAB","Gabon",2006,3,NA,NA,NA,2013-02-22
"229","GA","GAB","Gabon",2007,3,NA,NA,NA,2013-02-22
"230","GA","GAB","Gabon",2008,3,NA,NA,NA,2013-02-22
"231","GA","GAB","Gabon",2009,3,NA,NA,NA,2013-02-22
"232","GA","GAB","Gabon",2010,3,NA,NA,NA,2013-02-22
"233","GA","GAB","Gabon",2011,6,NA,NA,NA,2013-02-22
"234","GA","GAB","Gabon",2012,6,NA,NA,NA,2013-02-22
"235","GH","GHA","Ghana",2000,NA,NA,NA,NA,2013-02-22
"236","GH","GHA","Ghana",2001,NA,NA,NA,NA,2013-02-22
"237","GH","GHA","Ghana",2002,NA,NA,NA,NA,2013-02-22
"238","GH","GHA","Ghana",2003,NA,NA,NA,NA,2013-02-22
"239","GH","GHA","Ghana",2004,6,NA,NA,NA,2013-02-22
"240","GH","GHA","Ghana",2005,6,NA,NA,NA,2013-02-22
"241","GH","GHA","Ghana",2006,6,NA,NA,NA,2013-02-22
"242","GH","GHA","Ghana",2007,7,NA,NA,NA,2013-02-22
"243","GH","GHA","Ghana",2008,7,NA,NA,NA,2013-02-22
"244","GH","GHA","Ghana",2009,7,NA,NA,NA,2013-02-22
"245","GH","GHA","Ghana",2010,8,NA,NA,NA,2013-02-22
"246","GH","GHA","Ghana",2011,8,NA,NA,NA,2013-02-22
"247","GH","GHA","Ghana",2012,8,NA,NA,NA,2013-02-22
"248","GN","GIN","Guinea",2000,NA,NA,NA,NA,2013-02-22
"249","GN","GIN","Guinea",2001,NA,NA,NA,NA,2013-02-22
"250","GN","GIN","Guinea",2002,NA,NA,NA,NA,2013-02-22
"251","GN","GIN","Guinea",2003,NA,NA,NA,NA,2013-02-22
"252","GN","GIN","Guinea",2004,3,NA,NA,NA,2013-02-22
"253","GN","GIN","Guinea",2005,3,NA,NA,NA,2013-02-22
"254","GN","GIN","Guinea",2006,3,NA,NA,NA,2013-02-22
"255","GN","GIN","Guinea",2007,3,NA,NA,NA,2013-02-22
"256","GN","GIN","Guinea",2008,3,NA,NA,NA,2013-02-22
"257","GN","GIN","Guinea",2009,3,NA,NA,NA,2013-02-22
"258","GN","GIN","Guinea",2010,3,NA,NA,NA,2013-02-22
"259","GN","GIN","Guinea",2011,6,NA,NA,NA,2013-02-22
"260","GN","GIN","Guinea",2012,6,NA,NA,NA,2013-02-22
"261","GM","GMB","Gambia, The",2000,NA,NA,NA,NA,2013-02-22
"262","GM","GMB","Gambia, The",2001,NA,NA,NA,NA,2013-02-22
"263","GM","GMB","Gambia, The",2002,NA,NA,NA,NA,2013-02-22
"264","GM","GMB","Gambia, The",2003,NA,NA,NA,NA,2013-02-22
"265","GM","GMB","Gambia, The",2004,NA,NA,NA,NA,2013-02-22
"266","GM","GMB","Gambia, The",2005,5,NA,NA,NA,2013-02-22
"267","GM","GMB","Gambia, The",2006,5,NA,NA,NA,2013-02-22
"268","GM","GMB","Gambia, The",2007,5,NA,NA,NA,2013-02-22
"269","GM","GMB","Gambia, The",2008,5,NA,NA,NA,2013-02-22
"270","GM","GMB","Gambia, The",2009,5,NA,NA,NA,2013-02-22
"271","GM","GMB","Gambia, The",2010,5,NA,NA,NA,2013-02-22
"272","GM","GMB","Gambia, The",2011,5,NA,NA,NA,2013-02-22
"273","GM","GMB","Gambia, The",2012,5,NA,NA,NA,2013-02-22
"274","GW","GNB","Guinea-Bissau",2000,NA,NA,NA,NA,2013-02-22
"275","GW","GNB","Guinea-Bissau",2001,NA,NA,NA,NA,2013-02-22
"276","GW","GNB","Guinea-Bissau",2002,NA,NA,NA,NA,2013-02-22
"277","GW","GNB","Guinea-Bissau",2003,NA,NA,NA,NA,2013-02-22
"278","GW","GNB","Guinea-Bissau",2004,NA,NA,NA,NA,2013-02-22
"279","GW","GNB","Guinea-Bissau",2005,3,NA,NA,NA,2013-02-22
"280","GW","GNB","Guinea-Bissau",2006,3,NA,NA,NA,2013-02-22
"281","GW","GNB","Guinea-Bissau",2007,3,NA,NA,NA,2013-02-22
"282","GW","GNB","Guinea-Bissau",2008,3,NA,NA,NA,2013-02-22
"283","GW","GNB","Guinea-Bissau",2009,3,NA,NA,NA,2013-02-22
"284","GW","GNB","Guinea-Bissau",2010,3,NA,NA,NA,2013-02-22
"285","GW","GNB","Guinea-Bissau",2011,6,NA,NA,NA,2013-02-22
"286","GW","GNB","Guinea-Bissau",2012,6,NA,NA,NA,2013-02-22
"287","GQ","GNQ","Equatorial Guinea",2000,NA,NA,NA,NA,2013-02-22
"288","GQ","GNQ","Equatorial Guinea",2001,NA,NA,NA,NA,2013-02-22
"289","GQ","GNQ","Equatorial Guinea",2002,NA,NA,NA,NA,2013-02-22
"290","GQ","GNQ","Equatorial Guinea",2003,NA,NA,NA,NA,2013-02-22
"291","GQ","GNQ","Equatorial Guinea",2004,NA,NA,NA,NA,2013-02-22
"292","GQ","GNQ","Equatorial Guinea",2005,3,NA,NA,NA,2013-02-22
"293","GQ","GNQ","Equatorial Guinea",2006,3,NA,NA,NA,2013-02-22
"294","GQ","GNQ","Equatorial Guinea",2007,3,NA,NA,NA,2013-02-22
"295","GQ","GNQ","Equatorial Guinea",2008,3,NA,NA,NA,2013-02-22
"296","GQ","GNQ","Equatorial Guinea",2009,3,NA,NA,NA,2013-02-22
"297","GQ","GNQ","Equatorial Guinea",2010,3,NA,NA,NA,2013-02-22
"298","GQ","GNQ","Equatorial Guinea",2011,6,NA,NA,NA,2013-02-22
"299","GQ","GNQ","Equatorial Guinea",2012,6,NA,NA,NA,2013-02-22
"300","KE","KEN","Kenya",2000,NA,NA,NA,NA,2013-02-22
"301","KE","KEN","Kenya",2001,NA,NA,NA,NA,2013-02-22
"302","KE","KEN","Kenya",2002,NA,NA,NA,NA,2013-02-22
"303","KE","KEN","Kenya",2003,NA,NA,NA,NA,2013-02-22
"304","KE","KEN","Kenya",2004,10,NA,NA,NA,2013-02-22
"305","KE","KEN","Kenya",2005,10,NA,NA,NA,2013-02-22
"306","KE","KEN","Kenya",2006,10,NA,NA,NA,2013-02-22
"307","KE","KEN","Kenya",2007,10,NA,NA,NA,2013-02-22
"308","KE","KEN","Kenya",2008,10,NA,NA,NA,2013-02-22
"309","KE","KEN","Kenya",2009,10,NA,NA,NA,2013-02-22
"310","KE","KEN","Kenya",2010,10,NA,NA,NA,2013-02-22
"311","KE","KEN","Kenya",2011,10,NA,NA,NA,2013-02-22
"312","KE","KEN","Kenya",2012,10,NA,NA,NA,2013-02-22
"313","LR","LBR","Liberia",2000,NA,NA,NA,NA,2013-02-22
"314","LR","LBR","Liberia",2001,NA,NA,NA,NA,2013-02-22
"315","LR","LBR","Liberia",2002,NA,NA,NA,NA,2013-02-22
"316","LR","LBR","Liberia",2003,NA,NA,NA,NA,2013-02-22
"317","LR","LBR","Liberia",2004,NA,NA,NA,NA,2013-02-22
"318","LR","LBR","Liberia",2005,NA,NA,NA,NA,2013-02-22
"319","LR","LBR","Liberia",2006,4,NA,NA,NA,2013-02-22
"320","LR","LBR","Liberia",2007,4,NA,NA,NA,2013-02-22
"321","LR","LBR","Liberia",2008,4,NA,NA,NA,2013-02-22
"322","LR","LBR","Liberia",2009,4,NA,NA,NA,2013-02-22
"323","LR","LBR","Liberia",2010,4,NA,NA,NA,2013-02-22
"324","LR","LBR","Liberia",2011,7,NA,NA,NA,2013-02-22
"325","LR","LBR","Liberia",2012,7,NA,NA,NA,2013-02-22
"326","LY","LBY","Libya",2000,NA,NA,NA,NA,2013-02-22
"327","LY","LBY","Libya",2001,NA,NA,NA,NA,2013-02-22
"328","LY","LBY","Libya",2002,NA,NA,NA,NA,2013-02-22
"329","LY","LBY","Libya",2003,NA,NA,NA,NA,2013-02-22
"330","LY","LBY","Libya",2004,NA,NA,NA,NA,2013-02-22
"331","LY","LBY","Libya",2005,NA,NA,NA,NA,2013-02-22
"332","LY","LBY","Libya",2006,NA,NA,NA,NA,2013-02-22
"333","LY","LBY","Libya",2007,NA,NA,NA,NA,2013-02-22
"334","LY","LBY","Libya",2008,NA,NA,NA,NA,2013-02-22
"335","LY","LBY","Libya",2009,NA,NA,NA,NA,2013-02-22
"336","LY","LBY","Libya",2010,NA,NA,NA,NA,2013-02-22
"337","LY","LBY","Libya",2011,NA,NA,NA,NA,2013-02-22
"338","LY","LBY","Libya",2012,NA,NA,NA,NA,2013-02-22
"339","LS","LSO","Lesotho",2000,NA,NA,NA,NA,2013-02-22
"340","LS","LSO","Lesotho",2001,NA,NA,NA,NA,2013-02-22
"341","LS","LSO","Lesotho",2002,NA,NA,NA,NA,2013-02-22
"342","LS","LSO","Lesotho",2003,NA,NA,NA,NA,2013-02-22
"343","LS","LSO","Lesotho",2004,6,NA,NA,NA,2013-02-22
"344","LS","LSO","Lesotho",2005,6,NA,NA,NA,2013-02-22
"345","LS","LSO","Lesotho",2006,6,NA,NA,NA,2013-02-22
"346","LS","LSO","Lesotho",2007,6,NA,NA,NA,2013-02-22
